,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone
351,0,1,male,0.12329691538978338,0,0,1.3454037375731511,S,First,man,True,Southampton,no,True
352,0,3,male,-1.3425786219258478,1,1,-0.7528365979006724,C,Third,child,False,Cherbourg,no,False
353,0,3,male,-0.34532451966417793,1,0,0.04584687316342002,S,Third,man,True,Southampton,no,False
354,0,3,male,0.12329691538978338,0,0,-0.7531539315536095,C,Third,man,True,Cherbourg,no,True
355,0,3,male,-0.046148288985677036,0,0,-0.581264869545927,S,Third,man,True,Southampton,no,True
356,1,1,female,-0.6445007503426788,0,1,2.8565163706077223,S,First,woman,False,Southampton,yes,False
357,0,2,female,0.9511058132759926,0,0,-0.3168201587648771,S,Second,woman,False,Southampton,no,True
358,1,3,female,0.12329691538978338,0,0,-0.7037254373270486,Q,Third,woman,False,Queenstown,yes,True
359,1,3,female,0.12329691538978338,0,0,-0.7037254373270486,Q,Third,woman,False,Queenstown,yes,True
360,0,3,male,1.1505566337283266,1,4,0.8089587528458783,S,Third,man,True,Southampton,no,False
361,0,2,male,0.05357712124048994,1,0,0.7954191836538886,C,Second,man,True,Cherbourg,no,False
362,0,3,female,1.6491836848591614,0,1,-0.20694715921693344,C,Third,woman,False,Cherbourg,no,False
363,0,3,male,0.6519295825974918,0,0,-0.766376167092662,S,Third,man,True,Southampton,no,True
364,0,3,male,0.12329691538978338,1,0,-0.12793107963555572,Q,Third,man,True,Queenstown,no,False
365,0,3,male,0.1533025314666569,0,0,-0.7512650407623164,S,Third,man,True,Southampton,no,True
367,1,3,female,0.12329691538978338,0,0,-0.7528365979006724,C,Third,woman,False,Cherbourg,yes,True
368,1,3,female,0.12329691538978338,0,0,-0.713487224936452,Q,Third,woman,False,Queenstown,yes,True
370,1,1,male,-0.34532451966417793,1,0,2.8898892931082907,C,First,man,True,Cherbourg,yes,False
371,0,3,male,-1.0434023912473467,1,0,-0.8082490981540501,S,Third,man,True,Southampton,no,False
372,0,3,male,-0.9436769810211798,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True
374,0,3,female,-2.539283544639851,3,1,0.2932915668228309,S,Third,child,False,Southampton,no,False
376,1,3,female,-0.6445007503426788,0,0,-0.7512650407623164,S,Third,woman,False,Southampton,yes,True
378,0,3,male,-0.8439515707950128,0,0,-0.9958763982347876,C,Third,man,True,Cherbourg,no,True
379,0,3,male,-0.9436769810211798,0,0,-0.7115983341451588,S,Third,man,True,Southampton,no,True
382,0,3,male,0.3527533519189909,0,0,-0.7002649893973995,S,Third,man,True,Southampton,no,True
383,1,1,female,0.6519295825974918,1,0,2.6298494756525366,S,First,woman,False,Southampton,yes,False
384,0,3,male,0.12329691538978338,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True
387,1,2,female,0.7516549928236588,0,0,-0.3168201587648771,S,Second,woman,False,Southampton,yes,True
388,0,3,male,0.12329691538978338,0,0,-0.7150587820748081,Q,Third,man,True,Queenstown,no,True
389,1,2,female,-1.1431278014735138,0,0,-0.3923757904166057,C,Second,woman,False,Cherbourg,yes,True
391,1,3,male,-0.7442261605688458,0,0,-0.710026777006803,S,Third,man,True,Southampton,yes,True
392,0,3,male,-0.046148288985677036,2,0,-0.7002649893973995,S,Third,man,True,Southampton,no,False
394,1,3,female,-0.4450499298903449,0,2,-0.03726432165348151,S,Third,woman,False,Southampton,yes,False
395,0,3,male,-0.6445007503426788,0,0,-0.710026777006803,S,Third,man,True,Southampton,no,True
396,0,3,female,0.2530279416928239,0,0,-0.705614328118342,S,Third,woman,False,Southampton,no,True
397,0,2,male,1.7489090950853285,0,0,0.6654030527075941,S,Second,man,True,Southampton,no,True
398,0,2,male,-0.5447753401165119,0,0,-0.5057092378941985,S,Second,man,True,Southampton,no,True
399,1,2,female,-0.046148288985677036,0,0,-0.34326462984298206,S,Second,woman,False,Southampton,yes,True
400,1,3,male,1.0508312235021597,0,0,-0.7002649893973995,S,Third,man,True,Southampton,yes,True
401,0,3,male,-0.24559910943801097,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True
402,0,3,female,-0.7442261605688458,1,0,-0.5567092892591153,S,Third,woman,False,Southampton,no,False
403,0,3,male,-0.046148288985677036,1,0,-0.10148660855745076,S,Third,man,True,Southampton,no,False
404,0,3,female,-0.8439515707950128,0,0,-0.6445427110542498,S,Third,woman,False,Southampton,no,True
405,0,2,male,0.5522041723713248,1,0,0.28762489444895134,S,Second,man,True,Southampton,no,False
406,0,3,male,2.2475361462161634,0,0,-0.713487224936452,S,Third,man,True,Southampton,no,True
407,1,2,male,-2.539283544639851,1,1,0.1176247232325621,S,Second,child,False,Southampton,yes,False
408,0,3,male,-0.7442261605688458,0,0,-0.7115983341451588,S,Third,man,True,Southampton,no,True
409,0,3,female,0.12329691538978338,3,1,0.6251092343477272,S,Third,woman,False,Southampton,no,False
410,0,3,male,0.12329691538978338,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True
411,0,3,male,0.12329691538978338,0,0,-0.7808601816802985,Q,Third,man,True,Queenstown,no,True
413,0,2,male,0.12329691538978338,0,0,-1.2990433702373483,S,Second,man,True,Southampton,no,True
414,1,3,male,1.5494582746329946,0,0,-0.7002649893973995,S,Third,man,True,Southampton,yes,True
415,0,3,female,0.12329691538978338,0,0,-0.6908205354409335,S,Third,woman,False,Southampton,no,True
416,1,2,female,0.5522041723713248,1,1,1.1565146584438297,S,Second,woman,False,Southampton,yes,False
417,1,2,female,-1.0434023912473467,0,2,-0.3168201587648771,S,Second,woman,False,Southampton,yes,False
418,0,2,male,0.1533025314666569,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True
419,0,3,female,-1.8412056730566826,0,2,0.5256251341518962,S,Third,child,False,Southampton,no,False
420,0,3,male,0.12329691538978338,0,0,-0.7024712138416299,C,Third,man,True,Cherbourg,no,True
421,0,3,male,-0.7442261605688458,0,0,-0.7147490039850359,Q,Third,man,True,Queenstown,no,True
422,0,3,male,0.05357712124048994,0,0,-0.704042770979986,S,Third,man,True,Southampton,no,True
423,0,3,female,-0.046148288985677036,1,1,-0.2110422744524571,S,Third,woman,False,Southampton,no,False
424,0,3,male,-1.0434023912473467,1,1,0.228124834523215,S,Third,man,True,Southampton,no,False
425,0,3,male,0.12329691538978338,0,0,-0.7512650407623164,S,Third,man,True,Southampton,no,True
426,1,2,female,-0.046148288985677036,1,0,0.6654030527075941,S,Second,woman,False,Southampton,yes,False
427,1,2,female,-0.9436769810211798,0,0,0.6654030527075941,S,Second,woman,False,Southampton,yes,True
428,0,3,male,0.12329691538978338,0,0,-0.713487224936452,Q,Third,man,True,Queenstown,no,True
429,1,3,male,0.3527533519189909,0,0,-0.6908205354409335,S,Third,man,True,Southampton,yes,True
430,1,1,male,-0.046148288985677036,0,0,0.7069586501160449,S,First,man,True,Southampton,yes,True
431,1,3,female,0.12329691538978338,1,0,-0.08259770064451848,S,Third,woman,False,Southampton,yes,False
432,1,2,female,1.3500074541806606,1,0,0.6654030527075941,S,Second,woman,False,Southampton,yes,False
433,0,3,male,-1.1431278014735138,0,0,-0.7607094947187824,S,Third,man,True,Southampton,no,True
434,0,1,male,2.1478107359899963,1,0,2.924516439094278,S,First,man,True,Southampton,no,False
436,0,3,female,-0.7442261605688458,2,2,1.2981814677908208,S,Third,woman,False,Southampton,no,False
437,1,2,female,-0.4450499298903449,2,3,0.1176247232325621,S,Second,woman,False,Southampton,yes,False
439,0,2,male,0.2530279416928239,0,0,-0.5057092378941985,S,Second,man,True,Southampton,no,True
440,1,2,female,1.6491836848591614,1,1,0.6842919606205263,S,Second,woman,False,Southampton,yes,False
441,0,3,male,-0.8439515707950128,0,0,-0.581264869545927,S,Third,man,True,Southampton,no,True
442,0,3,male,-0.34532451966417793,1,0,-0.7115983341451588,S,Third,man,True,Southampton,no,False
443,1,2,female,-0.046148288985677036,0,0,-0.3168201587648771,S,Second,woman,False,Southampton,yes,True
444,1,3,male,0.12329691538978338,0,0,-0.6860983084627004,S,Third,man,True,Southampton,yes,True
446,1,2,female,-1.5420294423781815,0,1,0.1742914469713585,S,Second,child,False,Southampton,yes,False
447,1,1,male,0.5522041723713248,0,0,0.7069586501160449,S,First,man,True,Southampton,yes,True
448,1,3,female,-2.3398327241875174,2,1,0.1560296508011356,C,Third,child,False,Cherbourg,yes,False
449,1,1,male,2.3472615564423305,0,0,1.0054033951403727,S,First,man,True,Southampton,yes,True
450,0,2,male,0.7516549928236588,1,2,0.7976254080981191,S,Second,man,True,Southampton,no,False
451,0,3,male,0.12329691538978338,1,0,0.2095532602632202,S,Third,man,True,Southampton,no,False
452,0,1,male,0.1533025314666569,0,0,0.7976254080981191,C,First,man,True,Cherbourg,no,True
454,0,3,male,0.12329691538978338,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True
455,1,3,male,0.05357712124048994,0,0,-0.7024712138416299,C,Third,man,True,Cherbourg,yes,True
457,1,1,female,0.12329691538978338,1,0,2.619460576300424,S,First,woman,False,Southampton,yes,False
458,1,2,female,2.1478107359899963,0,0,-0.5057092378941985,S,Second,woman,False,Southampton,yes,True
459,0,3,male,0.12329691538978338,0,0,-0.713487224936452,Q,Third,man,True,Queenstown,no,True
460,1,1,male,1.9483599155376623,0,0,0.7069586501160449,S,First,man,True,Southampton,yes,True
461,0,3,male,0.5522041723713248,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True
462,0,1,male,1.8486345053114954,0,0,1.609848448354201,S,First,man,True,Southampton,no,True
463,0,2,male,1.9483599155376623,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True
464,0,3,male,0.12329691538978338,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True
465,0,3,male,0.9511058132759926,0,0,-0.766376167092662,S,Third,man,True,Southampton,no,True
466,0,2,male,0.12329691538978338,0,0,-1.2990433702373483,S,Second,man,True,Southampton,no,True
468,0,3,male,0.12329691538978338,0,0,-0.7153761157277453,Q,Third,man,True,Queenstown,no,True
470,0,3,male,0.12329691538978338,0,0,-0.7512650407623164,S,Third,man,True,Southampton,no,True
471,0,3,male,0.9511058132759926,0,0,-0.6445427110542498,S,Third,man,True,Southampton,no,True
472,1,2,female,0.4524787621451578,1,2,0.7976254080981191,S,Second,woman,False,Southampton,yes,False
473,1,2,female,-0.5447753401165119,0,0,-0.2570027651862036,C,Second,woman,False,Cherbourg,yes,True
474,0,3,female,-0.6445007503426788,0,0,-0.5557648438634687,S,Third,woman,False,Southampton,no,True
475,0,1,male,0.12329691538978338,0,0,2.6298494756525366,S,First,man,True,Southampton,no,True
476,0,2,male,0.5522041723713248,1,0,0.28762489444895134,S,Second,man,True,Southampton,no,False
477,0,3,male,0.05357712124048994,1,0,-0.7666935007455993,S,Third,man,True,Southampton,no,False
478,0,3,male,-0.6445007503426788,0,0,-0.7308045757110282,S,Third,man,True,Southampton,no,True
480,0,3,male,-1.9409310832828495,5,2,2.244515754228721,S,Third,child,False,Southampton,no,False
481,0,2,male,0.12329691538978338,0,0,-1.2990433702373483,S,Second,man,True,Southampton,no,True
482,0,3,male,2.1478107359899963,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True
485,0,3,female,0.12329691538978338,3,1,0.6251092343477272,S,Third,woman,False,Southampton,no,False
488,0,3,male,0.1533025314666569,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True
489,1,3,male,-1.9409310832828495,1,1,-0.09770882697486427,S,Third,child,False,Southampton,yes,False
490,0,3,male,0.12329691538978338,1,0,0.2095532602632202,S,Third,man,True,Southampton,no,False
491,0,3,male,-0.7442261605688458,0,0,-0.7512650407623164,S,Third,man,True,Southampton,no,True
494,0,3,male,-0.7442261605688458,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True
495,0,3,male,0.12329691538978338,0,0,-0.2066373811271614,C,Third,man,True,Cherbourg,no,True
497,0,3,male,0.12329691538978338,0,0,-0.15815333229624717,S,Third,man,True,Southampton,no,True
499,0,3,male,-0.4450499298903449,0,0,-0.710026777006803,S,Third,man,True,Southampton,no,True
500,0,3,male,-1.1431278014735138,0,0,-0.6445427110542498,S,Third,man,True,Southampton,no,True
501,0,3,female,-0.7442261605688458,0,0,-0.713487224936452,Q,Third,woman,False,Queenstown,no,True
502,0,3,female,0.12329691538978338,0,0,-0.7226143452399808,Q,Third,woman,False,Queenstown,no,True
503,0,3,female,0.8513804030498257,0,0,-0.5746537517764008,S,Third,woman,False,Southampton,no,True
506,1,2,female,0.4524787621451578,0,2,0.6654030527075941,S,Second,woman,False,Southampton,yes,False
507,1,1,male,0.12329691538978338,0,0,0.7069586501160449,S,First,man,True,Southampton,yes,True
508,0,3,male,-0.046148288985677036,0,0,0.4028472327178373,S,Third,man,True,Southampton,no,True
509,1,3,male,-0.24559910943801097,0,0,2.9695324844323783,S,Third,man,True,Southampton,yes,True
510,1,3,male,0.05357712124048994,0,0,-0.713487224936452,Q,Third,man,True,Queenstown,yes,True
511,0,3,male,0.12329691538978338,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True
512,1,1,male,0.7516549928236588,0,0,0.6871252968074663,S,First,man,True,Southampton,yes,True
513,1,1,female,2.5467123768946642,1,0,3.188961149875328,C,First,woman,False,Cherbourg,yes,False
514,0,3,male,-0.4450499298903449,0,0,-0.7326934665023215,S,Third,man,True,Southampton,no,True
515,0,1,male,1.8486345053114954,0,0,1.2714196630597787,S,First,man,True,Southampton,no,True
516,1,2,female,0.5522041723713248,0,0,-0.5057092378941985,S,Second,woman,False,Southampton,yes,True
517,0,3,male,0.12329691538978338,0,0,0.5256251341518962,Q,Third,man,True,Queenstown,no,True
518,1,2,female,0.7516549928236588,1,0,0.6654030527075941,S,Second,woman,False,Southampton,yes,False
519,0,3,male,0.3527533519189909,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True
521,0,3,male,-0.6445007503426788,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True
522,0,3,male,0.12329691538978338,0,0,-0.7531539315536095,C,Third,man,True,Cherbourg,no,True
523,1,1,female,1.5494582746329946,0,1,3.081611708424552,C,First,woman,False,Cherbourg,yes,False
524,0,3,male,0.12329691538978338,0,0,-0.7528365979006724,C,Third,man,True,Cherbourg,no,True
525,0,3,male,1.2004193388414102,0,0,-0.713487224936452,Q,Third,man,True,Queenstown,no,True
526,1,2,female,2.1478107359899963,0,0,-0.5057092378941985,S,Second,woman,False,Southampton,yes,True
528,0,3,male,1.0508312235021597,0,0,-0.7002649893973995,S,Third,man,True,Southampton,no,True
529,0,2,male,-0.5447753401165119,2,1,-0.43015360624246995,S,Second,man,True,Southampton,no,False
531,0,3,male,0.12329691538978338,0,0,-0.7528365979006724,C,Third,man,True,Cherbourg,no,True
532,0,3,male,-1.1431278014735138,1,1,-0.7528365979006724,C,Third,man,True,Cherbourg,no,False
533,1,3,female,0.12329691538978338,0,2,0.39025210892149426,C,Third,woman,False,Cherbourg,yes,False
534,0,3,female,0.1533025314666569,0,0,-0.6445427110542498,S,Third,woman,False,Southampton,no,True
535,1,2,female,-2.1403819037351832,0,2,0.6842919606205263,S,Second,child,False,Southampton,yes,False
536,0,1,male,1.6491836848591614,0,0,0.7069586501160449,S,First,man,True,Southampton,no,True
538,0,3,male,0.12329691538978338,0,0,-0.2034867112872843,S,Third,man,True,Southampton,no,True
539,1,1,female,-0.6445007503426788,0,2,2.440960396523215,C,First,woman,False,Cherbourg,yes,False
541,0,3,female,-1.9409310832828495,4,2,1.063959009670462,S,Third,child,False,Southampton,no,False
542,0,3,female,-1.7414802628305155,4,2,1.063959009670462,S,Third,child,False,Southampton,no,False
543,1,2,male,0.3527533519189909,1,0,0.6654030527075941,S,Second,man,True,Southampton,yes,False
546,1,2,female,-0.9436769810211798,1,0,0.6654030527075941,S,Second,woman,False,Southampton,yes,False
547,1,2,male,0.12329691538978338,0,0,-0.2516534264652612,C,Second,man,True,Cherbourg,yes,True
548,0,3,male,0.4524787621451578,1,1,0.2517359694143802,S,Third,man,True,Southampton,no,False
549,1,2,male,-2.0406564935090166,1,1,1.4776260929636762,S,Second,child,False,Southampton,yes,False
551,0,2,male,-0.145873699211844,0,0,0.6654030527075941,S,Second,man,True,Southampton,no,True
552,0,3,male,0.12329691538978338,0,0,-0.7075032189096352,Q,Third,man,True,Queenstown,no,True
553,1,3,male,-0.6445007503426788,0,0,-0.7531539315536095,C,Third,man,True,Cherbourg,yes,True
554,1,3,female,-0.6445007503426788,0,0,-0.7115983341451588,S,Third,woman,False,Southampton,yes,True
556,1,1,female,1.9483599155376623,1,0,1.6929596431711027,C,First,woman,False,Cherbourg,yes,False
559,1,3,female,0.7516549928236588,1,0,0.015624620502728429,S,Third,woman,False,Southampton,yes,False
560,0,3,male,0.12329691538978338,0,0,-0.713487224936452,Q,Third,man,True,Queenstown,no,True
561,0,3,male,1.1505566337283266,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True
562,0,2,male,-0.046148288985677036,0,0,-0.27904234293901287,S,Second,man,True,Southampton,no,True
563,0,3,male,0.12329691538978338,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True
564,0,3,female,0.12329691538978338,0,0,-0.6908205354409335,S,Third,woman,False,Southampton,no,True
565,0,3,male,-0.4450499298903449,2,0,0.5256251341518962,S,Third,man,True,Southampton,no,False
566,0,3,male,-0.9436769810211798,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True
567,0,3,female,0.05357712124048994,0,4,0.2932915668228309,S,Third,woman,False,Southampton,no,False
568,0,3,male,0.12329691538978338,0,0,-0.7528365979006724,C,Third,man,True,Cherbourg,no,True
569,1,3,male,0.3527533519189909,0,0,-0.705614328118342,S,Third,man,True,Southampton,yes,True
571,1,1,female,2.446986966668497,2,0,2.590500102688316,S,First,woman,False,Southampton,yes,False
572,1,1,male,0.7516549928236588,0,0,0.694680859972639,S,First,man,True,Southampton,yes,True
573,1,3,female,0.12329691538978338,0,0,-0.713487224936452,Q,Third,woman,False,Queenstown,yes,True
574,0,3,male,-1.2428532116996807,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True
575,0,3,male,-0.9436769810211798,0,0,-0.2034867112872843,S,Third,man,True,Southampton,no,True
576,1,2,female,0.5522041723713248,0,0,-0.3168201587648771,S,Second,woman,False,Southampton,yes,True
577,1,1,female,1.0508312235021597,1,0,2.924516439094278,S,First,woman,False,Southampton,yes,False
578,0,3,female,0.12329691538978338,1,0,-0.2066373811271614,C,Third,woman,False,Cherbourg,no,False
579,1,3,male,0.3527533519189909,0,0,-0.7002649893973995,S,Third,man,True,Southampton,yes,True
580,1,2,female,-0.34532451966417793,1,1,0.9676255793145083,S,Second,woman,False,Southampton,yes,False
582,0,2,male,2.5467123768946642,0,0,0.6654030527075941,S,Second,man,True,Southampton,no,True
583,0,1,male,0.7516549928236588,0,0,1.73262634978826,C,First,man,True,Cherbourg,no,True
584,0,3,male,0.12329691538978338,0,0,-0.6407649294716633,C,Third,man,True,Cherbourg,no,True
586,0,2,male,1.8486345053114954,0,0,-0.16570889546142,S,Second,man,True,Southampton,no,True
588,0,3,male,-0.6445007503426788,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True
589,0,3,male,0.12329691538978338,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True
590,0,3,male,0.6519295825974918,0,0,-0.7607094947187824,S,Third,man,True,Southampton,no,True
592,0,3,male,1.8486345053114954,0,0,-0.7512650407623164,S,Third,man,True,Southampton,no,True
593,0,3,female,0.12329691538978338,0,2,-0.713487224936452,Q,Third,woman,False,Queenstown,no,False
594,0,2,male,0.8513804030498257,1,0,0.6654030527075941,S,Second,man,True,Southampton,no,False
595,0,3,male,0.7516549928236588,1,1,0.5256251341518962,S,Third,man,True,Southampton,no,False
596,1,2,female,0.12329691538978338,0,0,1.194292474269694,S,Second,woman,False,Southampton,yes,True
597,0,3,male,2.048085325763829,0,0,-1.2990433702373483,S,Third,man,True,Southampton,no,True
598,0,3,male,0.12329691538978338,0,0,-0.7531539315536095,C,Third,man,True,Cherbourg,no,True
599,1,1,male,2.048085325763829,1,0,3.002278295190237,C,First,man,True,Cherbourg,yes,False
600,1,2,female,-0.4450499298903449,2,1,0.7409586843593227,S,Second,woman,False,Southampton,yes,False
601,0,3,male,0.12329691538978338,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True
602,0,1,male,0.12329691538978338,0,0,1.9045154117959424,S,First,man,True,Southampton,no,True
603,0,3,male,1.5494582746329946,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True
604,1,1,male,0.6519295825974918,0,0,0.7069586501160449,C,First,man,True,Cherbourg,yes,True
605,0,3,male,0.7516549928236588,1,0,-0.12415329805296924,S,Third,man,True,Southampton,no,False
606,0,3,male,0.1533025314666569,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True
607,1,1,male,-0.145873699211844,0,0,1.0054033951403727,S,First,man,True,Southampton,yes,True
608,1,2,female,-0.6445007503426788,1,2,1.8424993493362036,C,Second,woman,False,Cherbourg,yes,False
610,0,3,female,1.0508312235021597,1,5,1.063959009670462,S,Third,woman,False,Southampton,no,False
611,0,3,male,0.12329691538978338,0,0,-0.766376167092662,S,Third,man,True,Southampton,no,True
612,1,3,female,0.12329691538978338,1,0,-0.12793107963555572,Q,Third,woman,False,Queenstown,yes,False
613,0,3,male,0.12329691538978338,0,0,-0.713487224936452,Q,Third,man,True,Queenstown,no,True
614,0,3,male,0.6519295825974918,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True
616,0,3,male,0.5522041723713248,1,1,-0.2110422744524571,S,Third,man,True,Southampton,no,False
617,0,3,female,-0.24559910943801097,1,0,-0.08259770064451848,S,Third,woman,False,Southampton,no,False
618,1,2,female,-2.4395581344136845,2,1,1.6476262641800654,S,Second,child,False,Southampton,yes,False
619,0,2,male,-0.24559910943801097,0,0,-0.5057092378941985,S,Second,man,True,Southampton,no,True
620,0,3,male,-0.145873699211844,1,0,-0.20694715921693344,C,Third,man,True,Cherbourg,no,False
621,1,1,male,1.3500074541806606,1,0,2.6717224067139247,S,First,man,True,Southampton,yes,False
622,1,3,male,-0.8439515707950128,1,1,-0.10966928346533295,C,Third,man,True,Cherbourg,yes,False
623,0,3,male,-0.7442261605688458,0,0,-0.705614328118342,S,Third,man,True,Southampton,no,True
624,0,3,male,-0.7442261605688458,0,0,-0.08259770064451848,S,Third,man,True,Southampton,no,True
628,0,3,male,-0.24559910943801097,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True
629,0,3,male,0.12329691538978338,0,0,-0.7147490039850359,Q,Third,man,True,Queenstown,no,True
631,0,3,male,2.2475361462161634,0,0,-0.7660588334397248,S,Third,man,True,Southampton,no,True
632,1,1,male,0.3527533519189909,0,0,1.0054033951403727,C,First,man,True,Cherbourg,yes,True
633,0,1,male,0.12329691538978338,0,0,-1.2990433702373483,S,First,man,True,Southampton,no,True
634,0,3,female,-1.9409310832828495,3,2,0.8089587528458783,S,Third,child,False,Southampton,no,False
635,1,2,female,-0.046148288985677036,0,0,-0.3168201587648771,S,Second,woman,False,Southampton,yes,True
636,0,3,male,0.3527533519189909,0,0,-0.7002649893973995,S,Third,man,True,Southampton,no,True
637,0,2,male,0.2530279416928239,1,1,0.6842919606205263,S,Second,man,True,Southampton,no,False
638,0,3,female,1.2502820439544935,0,5,1.6995707609406288,S,Third,woman,False,Southampton,no,False
639,0,3,male,0.12329691538978338,1,0,-0.08259770064451848,S,Third,man,True,Southampton,no,False
640,0,3,male,-0.8439515707950128,0,0,-0.705614328118342,S,Third,man,True,Southampton,no,True
643,1,3,male,0.12329691538978338,0,0,2.9695324844323783,S,Third,man,True,Southampton,yes,True
646,0,3,male,-0.9436769810211798,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True
648,0,3,male,0.12329691538978338,0,0,-0.7285983512667977,S,Third,man,True,Southampton,no,True
649,1,3,female,-0.5447753401165119,0,0,-0.7285983512667977,S,Third,woman,False,Southampton,yes,True
650,0,3,male,0.12329691538978338,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True
651,1,2,female,-1.0434023912473467,0,1,0.4387361577524085,S,Second,woman,False,Southampton,yes,False
652,0,3,male,-0.7442261605688458,0,0,-0.661860061828826,S,Third,man,True,Southampton,no,True
653,1,3,female,0.12329691538978338,0,0,-0.7075032189096352,Q,Third,woman,False,Queenstown,yes,True
654,0,3,female,-1.0434023912473467,0,0,-0.7890428565881806,Q,Third,woman,False,Queenstown,no,True
656,0,3,male,0.12329691538978338,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True
657,0,3,female,0.3527533519189909,1,1,-0.12793107963555572,Q,Third,woman,False,Queenstown,no,False
658,0,2,male,-0.5447753401165119,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True
661,0,3,male,1.1505566337283266,0,0,-0.7531539315536095,C,Third,man,True,Cherbourg,no,True
662,0,1,male,1.8486345053114954,0,0,0.634236354651256,S,First,man,True,Southampton,no,True
663,0,3,male,0.7516549928236588,0,0,-0.7326934665023215,S,Third,man,True,Southampton,no,True
664,1,3,male,-0.8439515707950128,1,0,-0.7002649893973995,S,Third,man,True,Southampton,yes,False
666,0,2,male,-0.34532451966417793,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True
667,0,3,male,0.12329691538978338,0,0,-0.7115983341451588,S,Third,man,True,Southampton,no,True
668,0,3,male,1.4497328644068275,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True
669,1,1,female,0.12329691538978338,1,0,2.6298494756525366,S,First,woman,False,Southampton,yes,False
670,1,2,female,1.1505566337283266,1,1,1.6476262641800654,S,Second,woman,False,Southampton,yes,False
671,0,1,male,0.2530279416928239,1,0,2.6298494756525366,S,First,man,True,Southampton,no,False
673,1,2,male,0.2530279416928239,0,0,-0.3168201587648771,S,Second,man,True,Southampton,yes,True
674,0,2,male,0.12329691538978338,0,0,-1.2990433702373483,S,Second,man,True,Southampton,no,True
675,0,3,male,-1.0434023912473467,0,0,-0.7115983341451588,S,Third,man,True,Southampton,no,True
676,0,3,male,-0.3951872247772614,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True
677,1,3,female,-1.0434023912473467,0,0,-0.5554475102105315,S,Third,woman,False,Southampton,yes,True
678,0,3,female,1.4497328644068275,1,6,2.244515754228721,S,Third,woman,False,Southampton,no,False
680,0,3,female,0.12329691538978338,0,0,-0.6842094176714073,Q,Third,woman,False,Queenstown,no,True
682,0,3,male,-0.8439515707950128,0,0,-0.6020426682501524,S,Third,man,True,Southampton,no,True
683,0,3,male,-1.4423040321520146,5,2,2.244515754228721,S,Third,child,False,Southampton,no,False
685,0,2,male,-0.34532451966417793,1,2,1.8424993493362036,C,Second,man,True,Cherbourg,no,False
686,0,3,male,-1.4423040321520146,4,1,1.6995707609406288,S,Third,child,False,Southampton,no,False
687,0,3,male,-0.9436769810211798,0,0,-0.5305821518339475,S,Third,man,True,Southampton,no,True
688,0,3,male,-1.0434023912473467,0,0,-0.710026777006803,S,Third,man,True,Southampton,no,True
690,1,1,male,0.2530279416928239,1,0,3.0076276339111794,S,First,man,True,Southampton,yes,False
691,1,3,female,-2.4395581344136845,0,1,-0.2853361270556018,C,Third,child,False,Cherbourg,yes,False
692,1,3,male,0.12329691538978338,0,0,2.9695324844323783,S,Third,man,True,Southampton,yes,True
693,0,3,male,-0.34532451966417793,0,0,-0.7531539315536095,C,Third,man,True,Cherbourg,no,True
695,0,2,male,2.3472615564423305,0,0,-0.27904234293901287,S,Second,man,True,Southampton,no,True
696,0,3,male,1.5494582746329946,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True
697,1,3,female,0.12329691538978338,0,0,-0.7147490039850359,Q,Third,woman,False,Queenstown,yes,True
